snapshot_date,tag,published_at,asset,download_count,size
2026-05-12,"v1.0.1","2026-05-12T04:12:01Z","Klaudex_1.0.1_aarch64.dmg",2,20617625
2026-05-12,"v1.0.1","2026-05-12T04:12:01Z","Klaudex_1.0.1_amd64.AppImage",0,96004600
2026-05-12,"v1.0.1","2026-05-12T04:12:01Z","Klaudex_1.0.1_amd64.AppImage.sig",0,420
2026-05-12,"v1.0.1","2026-05-12T04:12:01Z","Klaudex_1.0.1_amd64.AppImage.tar.gz",0,95305617
2026-05-12,"v1.0.1","2026-05-12T04:12:01Z","Klaudex_1.0.1_amd64.AppImage.tar.gz.sig",0,428
2026-05-12,"v1.0.1","2026-05-12T04:12:01Z","Klaudex_1.0.1_amd64.deb",0,17067234
2026-05-12,"v1.0.1","2026-05-12T04:12:01Z","Klaudex_1.0.1_amd64.deb.sig",0,412
2026-05-12,"v1.0.1","2026-05-12T04:12:01Z","Klaudex_1.0.1_x64-setup.exe",0,10418074
2026-05-12,"v1.0.1","2026-05-12T04:12:01Z","Klaudex_1.0.1_x64-setup.exe.sig",0,416
2026-05-12,"v1.0.1","2026-05-12T04:12:01Z","Klaudex_1.0.1_x64-setup.nsis.zip",0,10418226
2026-05-12,"v1.0.1","2026-05-12T04:12:01Z","Klaudex_1.0.1_x64-setup.nsis.zip.sig",0,424
2026-05-12,"v1.0.1","2026-05-12T04:12:01Z","Klaudex_aarch64.app.tar.gz",0,17460628
2026-05-12,"v1.0.1","2026-05-12T04:12:01Z","Klaudex_aarch64.app.tar.gz.sig",0,404
2026-05-12,"v1.0.1","2026-05-12T04:12:01Z","latest.json",4,4629
2026-05-12,"v1.0.0","2026-05-11T18:53:14Z","Klaudex_1.0.0_aarch64.dmg",0,16789573
2026-05-12,"v1.0.0","2026-05-11T18:53:14Z","Klaudex_1.0.0_amd64.AppImage",0,93604344
2026-05-12,"v1.0.0","2026-05-11T18:53:14Z","Klaudex_1.0.0_amd64.AppImage.sig",0,420
2026-05-12,"v1.0.0","2026-05-11T18:53:14Z","Klaudex_1.0.0_amd64.AppImage.tar.gz",0,92910540
2026-05-12,"v1.0.0","2026-05-11T18:53:14Z","Klaudex_1.0.0_amd64.AppImage.tar.gz.sig",0,428
2026-05-12,"v1.0.0","2026-05-11T18:53:14Z","Klaudex_1.0.0_amd64.deb",0,14613876
2026-05-12,"v1.0.0","2026-05-11T18:53:14Z","Klaudex_1.0.0_amd64.deb.sig",0,412
2026-05-12,"v1.0.0","2026-05-11T18:53:14Z","Klaudex_aarch64.app.tar.gz",0,14696824
2026-05-12,"v1.0.0","2026-05-11T18:53:14Z","Klaudex_aarch64.app.tar.gz.sig",0,404
2026-05-12,"v1.0.0","2026-05-11T18:53:14Z","latest.json",3,27831
